cluster_id,k,alpha,beta,gamma,total_greedy_score,final_step_score,selected_verifiers,selected_param_counts_GB
2,10,1.0,1.0,0.25,0.8071069658533637,-0.35521024997186845,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores","2.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0"
2,10,1.0,1.0,0.5,-1.2061322854606038,-0.5552564521063977,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, QwenPRM_min_scores, GRMLlama32_scores, EurusPRMStage2_avg_scores","2.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 3.0, 7.0"
2,10,1.0,1.0,1.0,-5.098242860529417,-0.9927564521063977,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores","2.0, 7.0, 7.0, 7.0, 8.0, 3.0, 7.0, 7.0, 7.0, 7.0"
2,15,1.0,0.25,0.25,3.5413129565034582,0.1194999089971267,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, GPM_scores, EurusPRMStage1_min_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_min_scores, QwenPRM_avg_scores, GRM_scores, EurusPRMStage1_avg_scores, Skyworks_scores","2.0, 7.0, 7.0, 3.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 8.0"
2,15,1.0,0.25,0.5,0.44477044200429716,-0.1305000910028733,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, InternLM2Reward7B_scores, GPM_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_min_scores, QwenPRM_avg_scores, EurusPRMStage1_avg_scores, GRM_scores, Skyworks_scores","2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
2,15,1.0,0.25,1.0,-5.746807255122989,-0.6305000910028733,"GRMGemma_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_min_scores, QwenPRM_avg_scores, GPM_scores, EurusPRMStage1_avg_scores, GRM_scores, Skyworks_scores","2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 8.0, 8.0"
2,15,1.0,0.5,0.25,1.7718022555688948,-0.11314410577029704,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, QwenPRM_min_scores, GRMLlama32_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores, GRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
2,15,1.0,0.5,0.5,-1.3305030319655111,-0.36314410577029704,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores, GRMLlama32_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores, GRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 7.0, 8.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
2,15,1.0,0.5,1.0,-7.458548890066432,-0.8631441057702971,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, QwenPRM_max_scores, QwenPRM_min_scores, EurusPRMStage2_max_scores, GPM_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, QwenPRM_avg_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores, GRM_scores, ArmorRM_scores","2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
2,15,1.0,1.0,0.25,-1.6751043904806893,-0.5635950284140608,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, GRMLlama32_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores, GRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 8.0, 8.0"
2,15,1.0,1.0,0.5,-4.793173305018297,-0.8135950284140608,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, QwenPRM_min_scores, GRMLlama32_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores, GRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
2,15,1.0,1.0,1.0,-10.997783880087109,-1.3135950284140607,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores, GRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 7.0, 8.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
